WKT,osm_id,name,type
"LINESTRING (20.8655439 52.2084693,20.8673892 52.2088112,20.869063 52.2092779,20.8703144 52.2094981,20.8721957 52.2099683,20.8734022 52.2102275,20.8744732 52.2103541,20.8753912 52.2104028,20.8762086 52.2103883,20.8770332 52.2103375,20.8778569 52.2102343,20.8784797 52.2101229)",8024001,,rail
"LINESTRING (20.6443659 52.1172647,20.6606406 52.1225888,20.6640394 52.1237145,20.6775315 52.1280942,20.699004 52.1352772,20.7134476 52.140139,20.7181414 52.1415925,20.7301014 52.1456006,20.7361149 52.1475691,20.7385074 52.1483822,20.7411575 52.1492577,20.7454145 52.1506552)",8024003,,rail
"LINESTRING (20.5861711 52.1861703,20.6065843 52.1865207,20.6262878 52.1870406,20.6309793 52.1870849,20.6359591 52.1879697,20.640001 52.1892973,20.6467854 52.1917307,20.6599616 52.195889,20.6668495 52.1982564,20.6685662 52.198822,20.6700253 52.1990981,20.6716346 52.1992428,20.6726216 52.1992445)",8024004,,rail
"LINESTRING (20.8532072 52.1862779,20.8552479 52.1872008,20.8560097 52.1880033,20.8567033 52.189136,20.8568321 52.1904514,20.8566174 52.1912933,20.856185 52.1919766,20.85533 52.1930296,20.8530014 52.1969775)",8024005,,rail
"LINESTRING (20.8018693 52.1423896,20.8059304 52.1436205,20.8088998 52.1445207,20.8096809 52.1448353,20.8101496 52.1451702,20.8106151 52.1456006,20.8108724 52.1459802,20.8110933 52.1465202,20.8113024 52.1474865,20.81135 52.1477858,20.8113867 52.1480724,20.8114174 52.1482875,20.8115259 52.1490468,20.811819 52.1506647,20.8121287 52.1524308,20.8123552 52.1530758,20.8128154 52.1538592,20.8143905 52.1555045,20.8150986 52.1563537,20.8156458 52.1573542,20.8155169 52.1590392,20.8154312 52.1596117,20.8154312 52.1596117,20.8157638 52.1605595,20.816587 52.1614849,20.8171693 52.1621852,20.8191586 52.1641868,20.8205788 52.1656699)",8024382,Warszawska Kolej Dojazdowa,rail
"LINESTRING (20.4766978 52.0617338,20.4824106 52.0636309,20.4833221 52.0639336,20.5040757 52.0708249,20.512515 52.0736373,20.51644 52.0749122,20.5295401 52.0792464,20.5404162 52.0828944,20.5541036 52.087487,20.5567838 52.0883317,20.58322 52.0971333,20.5958514 52.1012904,20.6238844 52.1107349,20.6284843 52.1122078,20.6312973 52.113112,20.6443659 52.1172647)",8024383,,rail
"LINESTRING (20.3902553 52.2049961,20.4208857 52.2016612,20.4334363 52.2008543,20.4457235 52.1991868,20.4803911 52.1949369,20.5132449 52.191404,20.5348208 52.1890276,20.5503124 52.187136,20.5617403 52.1859449,20.569397 52.1858748,20.5861711 52.1861703)",8024384,,rail
"LINESTRING (20.4518719 51.9168665,20.4517414 51.9217634,20.4525267 51.9300391,20.4560203 51.9379693,20.4593831 51.9448411,20.4641684 51.954618,20.4648191 51.9559471)",8024385,,rail
"LINESTRING (20.628362 52.1006227,20.6307052 52.1013977,20.6362283 52.1031325,20.6367648 52.103301,20.6403371 52.1044137,20.6417533 52.1046773,20.642955 52.10473,20.6447145 52.1046509,20.6463024 52.1042819,20.6514664 52.1026247,20.6568166 52.1009077,20.6578895 52.1007232,20.6596061 52.1006177,20.6601221 52.100663,20.6605073 52.1006968,20.6614944 52.1008814,20.6776245 52.1048338,20.678301 52.1049996,20.6828662 52.106127,20.6893113 52.1077193,20.6943538 52.1089535,20.6954449 52.109294,20.6962319 52.1096132,20.6969483 52.1099917,20.6976045 52.1104537,20.6980353 52.1108364,20.698459 52.1112539,20.7024581 52.1151893,20.7045814 52.117308,20.7054623 52.1180949,20.7063652 52.1186981,20.7081863 52.1196206,20.709466 52.1201281,20.710663 52.1205623,20.7117672 52.1207782,20.7129806 52.1210045,20.7153883 52.121288,20.7255281 52.1223593,20.7258321 52.122398,20.7314229 52.1229303,20.7378256 52.1236602,20.7382138 52.123706,20.7497253 52.1249824,20.7593949 52.1260023,20.7609608 52.1262388,20.7613922 52.1263279,20.761932 52.1264394,20.7637192 52.126942,20.7651176 52.1274311,20.7661362 52.1279123,20.7684504 52.1289982,20.7738306 52.1314354,20.7743149 52.1316473,20.7743839 52.1316858,20.7836621 52.1358588,20.7844346 52.1361969)",8024386,Warszawska Kolej Dojazdowa,rail
"LINESTRING (20.1673485 51.9720036,20.1743079 51.9740624,20.1757539 51.9744399,20.1774723 51.9748132,20.1790874 51.9750252,20.1811722 51.9751893,20.1830861 51.9752463,20.192641 51.9751219,20.199798 51.9750249,20.2060887 51.9749363,20.2076971 51.974937,20.209051 51.9750127,20.2104762 51.9751854,20.2122751 51.9754181,20.2141095 51.9756896,20.2159203 51.9760218,20.2176298 51.9764454,20.2194871 51.9769485,20.221307 51.9775441,20.2225224 51.9779576,20.2412282 51.9841759,20.2811456 51.9972636,20.2888282 51.999782,20.3168669 52.0089431,20.3500483 52.0197907,20.401308 52.0365358,20.44593 52.0514683,20.4766978 52.0617338)",8024387,,rail
"LINESTRING (20.2211966 52.2053863,20.23113 52.2127084,20.2412073 52.2172068,20.2511407 52.218618,20.261506 52.2176479,20.2928897 52.2136787,20.3176511 52.2120027,20.3500426 52.2098856,20.3902553 52.2049961)",8024388,,rail
"LINESTRING (21.1089922 52.2904964,21.1119612 52.2918245,21.1135498 52.2924651,21.114976 52.2930901,21.116614 52.293788,21.1227938 52.2964967,21.1354795 52.3020972,21.1369677 52.3027094,21.144157 52.3057972,21.1479937 52.3075133,21.1515986 52.3090614,21.153629 52.3099415,21.1557184 52.3108561)",8032827,Linia Warszawa-Zielonka,rail
"LINESTRING (21.2915099 52.3695615,21.3180969 52.3810366,21.3843296 52.4089778,21.4092205 52.419553,21.4281032 52.4275089,21.4357963 52.4307271,21.444411 52.4343121,21.4661484 52.4432896,21.4745087 52.4467759,21.5015218 52.4580741,21.5511606 52.478745,21.6335182 52.5113547)",8032828,Linia Warszawa-Ząbki,rail
"LINESTRING (21.6372948 52.5130263,21.6805535 52.5307826,21.7155724 52.5446693,21.7438965 52.5564643,21.7995148 52.579106,21.8395119 52.59548,21.8607979 52.6060104,21.9061165 52.6300852,21.988217 52.673378)",8032829,,rail
"LINESTRING (21.6335182 52.5113547,21.6372948 52.5130263)",8032830,,rail
"LINESTRING (21.9962397 52.677533,22.0213649 52.689768,22.0268581 52.6915368,22.0308063 52.6928894,22.0558052 52.7011901,22.1224099 52.7241729,22.2206002 52.7573258,22.2872048 52.7804867,22.3472863 52.8009369,22.3572426 52.8045692,22.4162941 52.825838,22.5021248 52.856115)",8032835,,rail
"LINESTRING (22.0569085 52.6346696,22.0427273 52.6427289,22.0337233 52.648192,22.0313598 52.6517427,22.0249445 52.661369,22.0203059 52.6686627,22.0201048 52.6722148)",8032836,,rail
"LINESTRING (21.988217 52.673378,21.9962397 52.677533)",8032837,,rail
"LINESTRING (22.0201048 52.6722148,22.0202063 52.6767273)",8032838,,rail
"LINESTRING (22.5021248 52.856115,22.5980835 52.8896854,22.6566201 52.9102914,22.7434807 52.9401991,22.8021889 52.9606777,22.8590088 52.9800096,22.8674202 52.9831102,22.8775482 52.9864172,22.8816681 52.988174,22.8851013 52.990344,22.9046707 53.0015024)",8032853,,rail
"LINESTRING (22.907589 53.0030519,22.9252701 53.0129677,22.9798584 53.044043,23.0104142 53.0618934,23.0526429 53.0864385,23.0754738 53.0992212,23.0951527 53.1110542,23.1025963 53.1150912,23.1056862 53.1165336,23.1231957 53.1254962,23.1310921 53.1299253,23.1337728 53.1325281,23.1344784 53.1329436,23.1348971 53.1331778,23.1367294 53.1342364,23.1370025 53.1344219,23.1374089 53.1347045,23.138125 53.1351774,23.1423522 53.1380018,23.1441364 53.1404616,23.1449967 53.1427981,23.1468398 53.1514203,23.1486396 53.158275,23.1488914 53.1592853,23.1525896 53.1743873,23.1534785 53.1758008,23.156024 53.177969)",8032854,,rail
"LINESTRING (22.9046707 53.0015024,22.907589 53.0030519)",8032855,,rail
"LINESTRING (23.1708296 53.1889268,23.1765758 53.1973442,23.1769019 53.1978859,23.1880442 53.2154594,23.1890182 53.2170793,23.1893632 53.2176742,23.1896664 53.2180884)",8032858,,rail
"LINESTRING (23.169834 53.1879091,23.1708296 53.1889268)",8032859,,rail
"LINESTRING (23.5319418 53.4072731,23.541941 53.4100863,23.5468606 53.4115135,23.5519497 53.4138137,23.5622495 53.4184872,23.5675725 53.4220424,23.5734489 53.425967,23.5785915 53.4294709,23.5880187 53.4374,23.5906188 53.4395866,23.5911583 53.4400205,23.5916046 53.440404,23.5935359 53.4419773,23.6041933 53.4511868,23.6090228 53.4547364,23.6129945 53.4576554,23.6246951 53.4649244,23.6291465 53.4688613,23.6309466 53.4715644,23.6324532 53.4749173,23.6365229 53.4854375,23.6418645 53.4940637,23.6423733 53.4982248,23.6403384 53.5023099,23.6393209 53.5057138,23.6412286 53.5107814,23.6455293 53.5178563,23.6479465 53.5214049)",8032870,,rail
"LINESTRING (20.9070819 52.4124266,20.8916927 52.4148074,20.859834 52.4194134,20.8276475 52.4241766,20.8104814 52.4266365,20.806619 52.4268982,20.797806 52.4264191,20.7715143 52.425014,20.7514861 52.4241341,20.7440894 52.4240808,20.728458 52.4251179,20.712947 52.4265192,20.7037553 52.4279704,20.7006485 52.4286843,20.6990371 52.4293448,20.6975223 52.4301396,20.6964127 52.4309456,20.6955053 52.4320457,20.694927 52.4331431,20.6947743 52.43471,20.6950683 52.4363495)",8034108,,rail
"LINESTRING (20.6950683 52.4363495,20.6962956 52.4388649)",8034109,,rail
"LINESTRING (20.6962956 52.4388649,20.697437 52.4402228,20.6986115 52.4411722,20.7015224 52.4424952,20.7050971 52.4441761,20.7087484 52.4461993,20.7117065 52.4479243,20.72096 52.4579756,20.7286848 52.4644603,20.7329763 52.468905,20.7343496 52.470003,20.7364095 52.4708396,20.7385351 52.4714602)",8034114,,rail
"LINESTRING (19.7260586 52.1823517,19.6922711 52.1935398,19.6766672 52.198633,19.6629474 52.2022749,19.6369087 52.2093505,19.6248291 52.2125201,19.6192138 52.2132247,19.6144981 52.2138445,19.6125905 52.2140953,19.6025227 52.215667,19.5699782 52.2162607,19.5515904 52.2164251,19.5369127 52.2185328,19.5144357 52.2219029,19.5026171 52.2236142,19.4862858 52.2260362,19.4539241 52.2307745,19.451291 52.2308769,19.4475771 52.2308027,19.4432577 52.2302341,19.4351002 52.2291425,19.398011 52.2246146,19.386837 52.2233246,19.3843443 52.223035,19.3807005 52.2230086,19.3760807 52.2231396,19.368079 52.2235163,19.3625284 52.2237569,19.359411 52.2241082,19.3569585 52.2245054,19.3548266 52.2251289,19.3514655 52.2261878,19.3492294 52.2269433)",8034256,,rail
"LINESTRING (19.9489658 52.1116109,19.947979 52.11306,19.9473409 52.1140538,19.9465579 52.1153754,19.9459759 52.1159383,19.9432312 52.1177111,19.9409787 52.1191811,19.9394493 52.1198882,19.9323092 52.1225642,19.9283688 52.124041,19.9138679 52.1300344,19.8951063 52.1375655,19.8899247 52.1393568,19.8846238 52.1403437,19.8744012 52.141994,19.8681301 52.1429836,19.8476147 52.1460623,19.8367747 52.1477116,19.8279951 52.1496356,19.8018357 52.155572,19.7750492 52.1618923,19.7720031 52.1628266,19.7703011 52.1638157,19.7609839 52.1684865,19.7529211 52.1728821,19.749696 52.1744755,19.7462022 52.1757939,19.7330546 52.1801687,19.7260586 52.1823517)",8034338,,rail
"LINESTRING (20.0217246 52.0937788,20.0176359 52.0926399,20.0162253 52.0924269,20.0156134 52.0923345,20.0136534 52.0920387,20.0100399 52.0919544)",8034339,,rail
"LINESTRING (19.9497152 52.110578,19.9489658 52.1116109)",8034340,,rail
"LINESTRING (20.1405521 51.9643892,20.1353518 51.9640325,20.131014 51.963982,20.1264724 51.9648003,20.1247096 51.9656423,20.122653 51.9666247,20.106034 51.975541,20.0968749 51.9806679,20.0654161 51.9972607,20.0538483 52.0031666,20.0482054 52.0070745,20.0427037 52.0128054,20.0301483 52.0308618,20.0164645 52.0500387,20.0103464 52.0586459,20.0051195 52.065998,20.0006841 52.0722899,19.9979547 52.0750161,19.9876339 52.0824599,19.9844793 52.0846852,19.9840448 52.0849917,19.9732238 52.0926331)",8034341,,rail
"LINESTRING (19.9930159 52.0913114,19.9893023 52.0905926,19.9869772 52.0901455,19.9843594 52.0894441,19.9823166 52.0886531,19.9807974 52.0878251)",8034342,,rail
"LINESTRING (20.1394302 52.1336839,20.1326423 52.1298715,20.1237713 52.1249148,20.116919 52.1224036,20.1027361 52.1172829,20.0887126 52.1123899,20.0864816 52.1117049,20.0605468 52.1045494,20.0581691 52.1039729,20.0394711 52.09885,20.0262951 52.0950048,20.0217246 52.0937788)",8034389,,rail
"LINESTRING (20.2211966 52.2053863,20.2202761 52.2041282,20.2193431 52.2017457,20.2174772 52.1978383,20.208614 52.1861615,20.2058929 52.183063,20.2042602 52.1819666,20.1823355 52.1681875,20.1709844 52.1612249,20.1611461 52.1542082,20.1564906 52.1488595,20.1526378 52.1441042,20.1495865 52.1399494,20.1471074 52.1381937,20.1416527 52.13486)",8034390,,rail
"LINESTRING (20.1416527 52.13486,20.1394302 52.1336839)",8034391,,rail
"LINESTRING (19.8734876 51.808971,19.8810624 51.814433,19.8833656 51.8161749,19.8849967 51.8174009,19.8865155 51.8184357,19.8893733 51.8203714,19.9135094 51.8375876,19.9148418 51.8385209,19.9157946 51.8393096,19.9165875 51.8400323,19.9172195 51.8408451,19.9178521 51.8417452,19.9183177 51.8427178,19.918679 51.8438956,19.9208179 51.8533523,19.9246675 51.8701048,19.9294568 51.8905387,19.9311734 51.8978299,19.9314814 51.898661,19.9319191 51.8994749,19.932574 51.900328,19.93327 51.9011012,19.9340746 51.9017811,19.9349175 51.9024089,19.9359723 51.9030378,19.9371153 51.9036161,19.9385306 51.9041884,19.9396192 51.9045693,19.9408348 51.9048784,19.9421743 51.9051394,19.9436058 51.9053243,19.9449458 51.9054594,19.9462896 51.9054892,19.9476316 51.9054745,19.9491373 51.9053921,19.9731524 51.9041933,19.974705 51.9041136,19.9762785 51.9041429,19.9775675 51.9042855,19.9790459 51.9045073,19.9803386 51.9047441,19.9817643 51.9051733,19.9827827 51.9055397,19.9840638 51.9060827,19.9852043 51.9067048,19.9864754 51.9074348,20.0042722 51.9181158,20.0082452 51.9204896,20.0089737 51.920961,20.0099539 51.9214951,20.0108526 51.9221064,20.0116534 51.9226955,20.0123263 51.9233424,20.0130557 51.9240528,20.0136845 51.9249732,20.0151933 51.927867,20.0188622 51.9352427,20.0201827 51.9378032,20.0209611 51.9387804,20.0217912 51.9395974,20.022794 51.9404395,20.0239883 51.9411789,20.0251526 51.9417833,20.0262492 51.9422919,20.0276656 51.9428184,20.0290469 51.9431415,20.0303035 51.9433933,20.0317332 51.9436245,20.0333377 51.9437381,20.0348031 51.9437776,20.0363093 51.9436994,20.0378574 51.9435623,20.0413227 51.9430347,20.0613153 51.9397733,20.0929108 51.9346031,20.0972215 51.9339175,20.098621 51.9336728,20.099795 51.9335171,20.1012622 51.9334543,20.1026666 51.933432,20.1039368 51.9334725,20.1052538 51.9335444,20.1066523 51.9337159,20.1080505 51.9339647,20.1092943 51.9342738,20.1104847 51.9346198,20.1116239 51.9350138,20.116155 51.9366539,20.1198974 51.9379916,20.1211721 51.9385243,20.1219941 51.9389559,20.1229071 51.9394915,20.1237736 51.9401136,20.1245619 51.940768,20.1251812 51.9413454,20.1257353 51.9420572,20.126226 51.9427624,20.1266464 51.9436849,20.1308379 51.9541955,20.131898 51.9568282,20.1327746 51.9590051,20.1333135 51.9598042,20.1338927 51.9605667,20.1345667 51.9611936,20.1347481 51.9613515,20.1354525 51.9619647,20.1363292 51.9625567,20.1372362 51.9631365,20.1383229 51.9636493,20.1394653 51.9640316,20.1405521 51.9643892,20.1498336 51.9671259,20.1503302 51.9672723,20.1534941 51.9680447,20.154914 51.968338,20.157006 51.9688791,20.158936 51.9694408,20.1673485 51.9720036)",8034408,,rail
"LINESTRING (19.9196913 52.070237,19.9186513 52.067918,19.9174239 52.0660977,19.9090053 52.0566292,19.9012805 52.0481579,19.8974611 52.0448586,19.8946287 52.0430637,19.8890449 52.041195,19.8849293 52.0398175,19.8807818 52.0384294,19.8758087 52.0368108,19.8657403 52.0335336,19.8632942 52.0327679,19.8605905 52.0325303,19.857801 52.0326359,19.8551832 52.0323983,19.8500333 52.0306557,19.8407636 52.0274344,19.828302 52.0232277,19.8039078 52.0148645,19.800025 52.0138774,19.7985056 52.0136177,19.7965642 52.0136696,19.7937787 52.0130462,19.7896427 52.0111239,19.7779098 52.0051488,19.7664302 51.9979775,19.7528403 51.9888819,19.7504769 51.9873744,19.7485355 51.9864907,19.7458344 51.985711,19.7410231 51.9845153,19.7340171 51.9826438,19.7287838 51.9811882,19.723466 51.9797324,19.7195832 51.9784846,19.7154471 51.9763009,19.7107202 51.9734931)",8041033,,rail
"LINESTRING (19.7107202 51.9734931,19.7068374 51.9713611,19.704896 51.9698011,19.704896 51.968345,19.7042207 51.9665248,19.703039 51.9625721,19.7020767 51.9601867,19.7017742 51.9590149,19.7012124 51.9582159,19.6993108 51.9567778,19.6974525 51.9557657,19.6962424 51.9553662,19.6940383 51.9550466,19.6882904 51.9545139,19.6819374 51.9538747,19.676938 51.9531959,19.675664 51.9528172,19.6744252 51.9519971,19.6677721 51.9472461,19.6620826 51.942947,19.6602932 51.9419005,19.6586414 51.9410519,19.6521417 51.9384692,19.6413588 51.9349008,19.6351015 51.9330921,19.633224 51.9329043,19.6306869 51.9326853,19.6289109 51.932435,19.6274393 51.9318718,19.6258155 51.9309019,19.6245977 51.9296503,19.6234306 51.9280232,19.6217561 51.9243308,19.6209442 51.9233919,19.6200816 51.9222653,19.6162758 51.9192609,19.613282 51.916851,19.60973 51.9141906,19.6070913 51.912782,19.6041482 51.9121873,19.5998858 51.9115299,19.5865403 51.9098396,19.5840827 51.909487,19.5819734 51.9094013)",8041034,,rail
"LINESTRING (19.5819734 51.9094013,19.5652282 51.9103091,19.5521365 51.9110917,19.5487874 51.9110291,19.5460473 51.9104343,19.543715 51.9091056,19.5416526 51.9068908,19.5409072 51.9061979,19.5398539 51.9055061,19.5381695 51.9048126,19.5363745 51.9042818,19.5345131 51.9040977,19.5329048 51.9040794,19.5293118 51.9043784,19.5276038 51.9043731,19.5254837 51.9040659,19.5235104 51.9034431,19.5222401 51.9028235,19.5212788 51.9021245,19.519279 51.9002338,19.5178027 51.8989257)",8041035,,rail
"LINESTRING (19.5178027 51.8989257,19.5166096 51.8973739)",8041036,,rail
"LINESTRING (19.5166096 51.8973739,19.5163865 51.8967648,19.5162405 51.8958591,19.5160861 51.8941642,19.5153908 51.892591,19.514584 51.8916587,19.5130391 51.8905516,19.5115971 51.8899266,19.5093398 51.8893068,19.5068507 51.8888459,19.503632 51.8882049,19.499804 51.8874474,19.4964652 51.886764,19.4938387 51.8862024,19.4920191 51.8857733,19.4908175 51.8853707,19.489427 51.8846979,19.4880366 51.884025,19.4870495 51.883686,19.4864058 51.8835323,19.4835734 51.8829389,19.4824061 51.8827164,19.4802689 51.8822396,19.4786034 51.8816322,19.4749817 51.8801733,19.4729986 51.8796916,19.4709391 51.8790394,19.4690938 51.8780962,19.468038 51.8771902,19.4673686 51.8764271,19.4668965 51.8755846,19.4666476 51.8750282,19.4666218 51.8743658,19.4666905 51.873624,19.4668622 51.8729669,19.4676164 51.8712896,19.4675849 51.8693723,19.4669379 51.8678762,19.4652171 51.8663503,19.4614726 51.8644563,19.4583204 51.863762,19.4542435 51.8635182,19.4489391 51.863391,19.4443558 51.862914,19.4407045 51.8623584,19.4382529 51.8615255,19.4368281 51.8608205,19.4363818 51.8605078,19.4341809 51.8589366,19.4327 51.8572999,19.4312191 51.8557273,19.4305436 51.8548287,19.4297055 51.8538795)",8041037,,rail
"LINESTRING (17.1065102 51.043185,17.1111999 51.0391289,17.1160151 51.0348503,17.1177049 51.0333739,17.118991 51.0324241,17.121264 51.0308818,17.1224465 51.0301055,17.1233127 51.0295369,17.1259895 51.0279192,17.1352607 51.022518,17.1631009 51.0061417,17.1705404 51.0017646,17.1751853 50.999052,17.1767357 50.9980884,17.1778809 50.9973354,17.1801969 50.9957684,17.1843657 50.9929097,17.2123623 50.9736798,17.2145578 50.9721915,17.2156061 50.9715376,17.2169412 50.9707653,17.2180885 50.9701675,17.2191862 50.9696007,17.2217705 50.968327,17.2941762 50.9324881,17.2958036 50.9315951,17.2970223 50.9309047,17.2984826 50.9301784,17.3001764 50.9293877,17.3036002 50.9279039,17.3050947 50.9272963,17.3127381 50.9240127,17.3132171 50.9238644,17.3145642 50.9232347,17.3313991 50.9160459,17.3458108 50.9098165,17.3859642 50.8925002,17.3887921 50.8912712,17.3917023 50.8900215,17.3932889 50.8892954,17.3950071 50.8884553,17.3964786 50.8876619,17.3983448 50.8865935,17.4000795 50.8855171,17.4311753 50.8664034,17.4327599 50.8654899,17.4341997 50.8647157,17.4359367 50.8638743,17.4372399 50.8632727,17.4393369 50.8623903,17.4412391 50.8616453,17.4441028 50.8606995,17.4726094 50.8525765,17.4736764 50.8522075,17.474655 50.8518857,17.4754638 50.8515897,17.4761366 50.8513151,17.4769181 50.8509675,17.4788278 50.8500021,17.4794734 50.849616,17.4802618 50.8491097,17.4809957 50.8486119,17.4817773 50.8480327,17.4831569 50.8468655,17.4838093 50.8462476,17.4843225 50.8457097)",8041261,,rail
"LINESTRING (19.8167285 51.7400396,19.8160239 51.7373206,19.8159973 51.7361955,19.8170914 51.735038,19.8193251 51.7334288,19.8231087 51.7312831,19.8305632 51.7270046,19.8385191 51.7224179,19.8456873 51.7184164,19.8552975 51.7117789,19.8630959 51.7055798,19.8656953 51.7032367,19.8714177 51.6955785,19.8825272 51.6810093,19.8897912 51.6721773,19.9016128 51.6632551,19.9127223 51.6524756,19.9721245 51.5972765,19.9908583 51.5797162,20.0034437 51.5679122,20.0044435 51.5663792,20.0050434 51.5644732,20.0059766 51.5617799,20.0085674 51.5588373,20.0094308 51.5581478,20.0114955 51.5568498,20.015175 51.5554809,20.0234403 51.5532015,20.0271063 51.5519995,20.0295059 51.5505903,20.0325054 51.5483106,20.0347051 51.5456163,20.042837 51.5362886,20.0461468 51.5327159)",8041262,,rail
"LINESTRING (19.7788788 51.7302998,19.7845605 51.7304199,19.7908623 51.7292977,19.7950372 51.7282243,19.8211106 51.7185628,19.8330051 51.7142193,19.8378102 51.7131455,19.854431 51.710217,19.8583696 51.7085575,19.8630959 51.7055798)",8041264,,rail
"LINESTRING (19.7950372 51.7282243,19.7985394 51.7278029,19.8029666 51.7279126,19.8084564 51.7284062,19.813592 51.7291192,19.8193474 51.7295579,19.8241289 51.7293385,19.8270508 51.7285159,19.8305632 51.7270046)",8041265,,rail
"LINESTRING (19.4202616 51.7442376,19.4143726 51.7425216,19.4012835 51.7387075,19.3962225 51.7372262,19.3872361 51.7345959,19.3736875 51.7306565,19.3728532 51.7304103,19.3720013 51.7300708,19.3705185 51.7293844,19.369792 51.7290338,19.3688944 51.7284882,19.367992 51.7277502,19.3603313 51.7217045,19.3512047 51.7145588,19.3503848 51.7139367,19.3497113 51.7131924,19.3491711 51.7125375,19.3488182 51.7117938,19.3486891 51.711119,19.3486593 51.7103619,19.348747 51.7074799)",8041311,,rail
"LINESTRING (19.4672905 51.7691417,19.4767481 51.7688079)",8041314,,rail
"LINESTRING (19.4843358 51.7682961,19.4997269 51.7672501,19.5216268 51.7659593)",8041497,,rail
"LINESTRING (19.4767481 51.7688079,19.4778989 51.7687634)",8041499,,rail
"LINESTRING (19.4778989 51.7687634,19.4828974 51.7684073)",8041501,,rail
"LINESTRING (19.4828974 51.7684073,19.4843358 51.7682961)",8041503,,rail
"LINESTRING (19.765875 51.7280818,19.7630857 51.7276789,19.7615311 51.7274867,19.7600569 51.7273965,19.7584478 51.7274089,19.7570568 51.7274727,19.7557474 51.7276357,19.7545448 51.727829,19.7534555 51.728079,19.7504484 51.7288423,19.7461334 51.7299526,19.7445432 51.7301712,19.7430788 51.7303492,19.7417248 51.730414,19.7397123 51.7303723,19.7317117 51.7298315,19.7302898 51.7297254,19.7288054 51.7296697,19.7273831 51.7296659,19.6980967 51.7293574,19.6922594 51.7292907,19.6909828 51.7294092,19.6896839 51.7295594,19.6884955 51.7297729,19.6872313 51.7300839,19.6820367 51.7313502,19.6806603 51.7316278,19.6795292 51.7318114,19.6783922 51.7319702,19.6772327 51.7320671,19.6755245 51.7320833,19.672389 51.732051,19.6460584 51.7317542,19.6448742 51.7317476,19.6436532 51.7318409,19.6424719 51.7319478,19.6399846 51.7325002,19.6386153 51.7329314,19.6339784 51.7344268,19.6261789 51.7370268,19.6244009 51.7376766,19.6230082 51.738325,19.6188944 51.7402856,19.6102934 51.7442138,19.6096698 51.7444986,19.6051025 51.746584,19.5976434 51.7500023,19.5959337 51.7509012,19.591483 51.7533614,19.5892215 51.7544221,19.588345 51.7548646,19.5875629 51.75508,19.5866003 51.7553174,19.5817998 51.7563267,19.5665832 51.7596193,19.5649669 51.759986,19.5633639 51.7603202,19.5615412 51.7605784,19.5531957 51.7617902,19.5389859 51.7639024,19.5348348 51.7645194,19.5290323 51.765274)",8041505,,rail
"LINESTRING (19.5216268 51.7659593,19.5246804 51.7657731,19.5290323 51.765274)",8041508,,rail
"LINESTRING (19.4798151 51.7269654,19.487011 51.726264,19.4973923 51.7250984,19.4995239 51.7249618,19.5010416 51.724959,19.5021827 51.7250798,19.5032814 51.7253082,19.5044065 51.725646,19.5054071 51.7260696,19.5064287 51.7266224,19.5072334 51.727229,19.5078402 51.7278394,19.5084804 51.7286569,19.5088789 51.7294544,19.5091192 51.7303064,19.5100312 51.733516,19.5113101 51.7382307,19.5118977 51.7409834,19.5124517 51.7446509,19.5127006 51.7463515,19.5136279 51.755255,19.5138841 51.7576165,19.5141673 51.758802,19.5145864 51.7597296,19.5152521 51.7607158,19.5162585 51.7617084,19.5178827 51.7628796,19.5192539 51.7636317,19.5209372 51.7642778,19.5226244 51.7647577,19.5241792 51.7650873,19.5264613 51.7653148,19.5290323 51.765274)",8041510,,rail
"LINESTRING (19.431698 51.7534459,19.4331314 51.750906,19.4347658 51.7477062,19.4356075 51.7458685,19.4359335 51.7451567,19.4366762 51.7435142,19.4367672 51.7421879,19.4369287 51.7404566,19.4370763 51.7393633,19.4376623 51.737203)",8041512,,rail
"LINESTRING (19.4452138 51.7262025,19.4469961 51.7247939)",8041514,,rail
"LINESTRING (19.4469961 51.7247939,19.4483311 51.724026,19.4493377 51.7235518,19.4504163 51.723236,19.4519743 51.7228142,19.4560266 51.7217377,19.4584104 51.7213197,19.4601338 51.7212604,19.4617248 51.7213828,19.4631493 51.721663,19.4644275 51.7220595,19.465384 51.7224869,19.4665133 51.7230628,19.4693685 51.7246975,19.4712096 51.7257667,19.4722352 51.7262163,19.4734011 51.726609,19.4744874 51.7268794,19.4771854 51.727112)",8041516,,rail
"LINESTRING (19.4771854 51.727112,19.4798151 51.7269654)",8041518,,rail
"LINESTRING (19.4230206 51.7450766,19.4278357 51.746453,19.4291403 51.7466815,19.4305136 51.7467187,19.431595 51.7466337,19.4324963 51.7464636,19.4333975 51.7462404,19.4341871 51.7459216,19.4347491 51.7455736,19.4353544 51.7451988,19.4360411 51.7444867,19.4366762 51.7435142)",8041519,,rail
"LINESTRING (19.4973923 51.7250984,19.5020017 51.7245655,19.5160757 51.7225477,19.5233893 51.7217863,19.5279373 51.7219005,19.5411509 51.7239944,19.5610021 51.727078,19.5846637 51.7302376,19.5992294 51.732293,19.6108451 51.7336253,19.616868 51.7338917,19.6222764 51.7337394,19.6364734 51.7323311,19.6424719 51.7319478)",8041522,,rail
