WKT,osm_id,name,type,population
"POINT (18.7166667 53.9)",31530630,Stocki Młyn,village,0
"POINT (19.2833333 54.2166667)",31530631,Stobna,village,340
"POINT (19.1833333 54.2833333)",31530632,Stobiec,village,184
"POINT (17.9166667 54.2333333)",31530633,Stężycka Huta,village,0
"POINT (17.9666667 54.2166667)",31530634,Stężyca Szlachecka,village,0
"POINT (17.966708 54.2162322)",31530635,Stężyca,village,1900
"POINT (17.7333333 53.7)",31530636,Sternowo,village,129
"POINT (19.7833333 54.3666667)",31530637,Stępień,village,151
"POINT (18.4333333 53.9)",31530638,Steklin,village,0
"POINT (19.6852778 54.1033333)",31530639,Stegny,village,423
"POINT (19.1166667 54.3333333)",31530640,Stegna,village,4000
"POINT (19.0666667 54.3166667)",31530641,Stegienka,village,330
"POINT (18.3 54.0666667)",31530642,Stefanowo,village,30
"POINT (18.8333333 54.1833333)",31530643,Steblewo,village,410
"POINT (19.2333333 53.8333333)",31530644,Stążki,village,150
"POINT (18.0333333 54.0666667)",31530645,Stawiska,village,236
"POINT (19.0 54.2)",31530646,Stawiec,village,0
"POINT (19.0 54.1333333)",31530647,Stawiec,village,0
"POINT (19.05 54.25)",31530648,Stawidła,village,0
"POINT (18.3166667 54.7666667)",31530649,Starzyński Dwór,village,347
"POINT (18.2666667 54.75)",31530650,Starzyno,village,1226
"POINT (19.1666667 54.2666667)",31530651,Starza,village,0
"POINT (18.3333333 54.1)",31530652,Stary Wiec,village,134
"POINT (19.1833333 53.9333333)",31530653,Stary Targ,village,1000
"POINT (18.9666667 54.0833333)",31530654,Starynia,village,60
"POINT (18.7500019 53.7499552)",31530655,Stary Młyn,village,90
"POINT (18.85 53.9666667)",31530656,Stary Międzyłęż,village,0
"POINT (19.4166667 53.85)",31530657,Stary Dzierzgoń,village,410
"POINT (19.8333333 54.0833333)",31530658,Stary Cieszyn,village,0
"POINT (18.1 54.0166667)",31530659,Stary Bukowiec,village,307
"POINT (19.1833333 54.2166667)",31530660,Starocin,village,0
"POINT (18.2 54.2333333)",31530661,Starkowa Huta,village,380
"POINT (19.8155556 54.2152778)",31530662,Stare Siedlisko,village,251
"POINT (18.0666667 53.85)",31530663,Stare Prusy,village,84
"POINT (19.2166667 54.05)",31530664,Stare Pole,village,1834
"POINT (18.2 54.0333333)",31530665,Stare Polaszki,village,462
"POINT (19.35 54.2333333)",31530666,Stare Nowakowo,village,0
"POINT (19.6666667 54.2166667)",31530667,Stare Monasterzysko,village,0
"POINT (19.3666667 53.8833333)",31530668,Stare Miasto,village,290
"POINT (19.6166667 54.05)",31530669,Stare Kusy,village,0
"POINT (19.8166667 53.9333333)",31530670,Stare Kiełkuły,village,0
"POINT (19.4333333 54.0)",31530671,Stare Dolno,village,180
"POINT (18.05 54.25)",31530672,Stare Czaple,village,0
"POINT (18.8666667 54.0833333)",31530673,Stara Wisła,village,190
"POINT (18.0166667 54.1833333)",31530674,Stara Sikorska Huta,village,0
"POINT (18.95 54.05)",31530675,Stara Kościelnica,village,250
"POINT (18.1666667 53.9833333)",31530676,Stara Kiszewa,village,1480
"POINT (17.9833333 53.85)",31530677,Stara Juńcza,village,72
"POINT (18.600033 53.7498416)",31530678,Stara Jania,village,200
"POINT (19.7666667 53.6666667)",31530679,Stanowo,village,0
"POINT (19.4833333 54.0333333)",31530680,Stankowo,village,140
"POINT (19.2666667 53.75)",31530681,Stańkowo,village,320
"POINT (18.0796337 54.398499)",31530682,Staniszewo,village,915
"POINT (18.7833333 54.2833333)",31530683,Stanisławowo,village,182
"POINT (19.3 54.0333333)",31530684,Stalewo,village,178
"POINT (19.5 54.1833333)",31530685,Stagnity,village,0
"POINT (19.9469444 54.1402778)",31530686,Spedy,village,160
"POINT (19.9166667 54.2)",31530687,Sopoty,village,104
"POINT (18.5755444 54.4452728)",31530688,Sopot,city,38945
"POINT (19.75 53.9)",31530689,Sople,village,0
"POINT (18.2278291 54.5476056)",31530690,Sopieszyno,village,670
"POINT (18.1999623 54.2818239)",31530691,Somonino,village,2206
"POINT (17.6333333 54.0333333)",31530692,Sominy,village,306
"POINT (18.9333333 53.8833333)",31530693,Sołtyski,village,0
"POINT (19.206099 54.1931012)",31530694,Solnica,village,260
"POINT (19.65 54.2)",31530695,Sokolnik,village,0
"POINT (18.6 54.15)",31530696,Sobowidz,village,1535
"POINT (18.8833333 54.3333333)",31530697,Sobieszewska Pastwa,village,0
"POINT (18.85 54.3333333)",31530698,Sobieszewko,village,0
"POINT (18.1333333 54.75)",31530699,Sobieńczyce,village,130
"POINT (18.1666667 54.0833333)",31530700,Sobącz,village,230
"POINT (18.4166667 54.6666667)",31530701,Smolno,village,796
"POINT (17.75 54.35)",31530702,Smolniki,village,167
"POINT (18.4333333 53.7666667)",31530703,Smolniki,village,42
"POINT (18.3166667 54.35)",31530704,Smołdzino,village,247
"POINT (18.1336729 54.2975849)",31530705,Smętowo,village,0
"POINT (18.6833333 53.75)",31530706,Smętowo,village,0
"POINT (18.1166667 54.4833333)",31530707,Smażyno,village,224
"POINT (18.0666667 54.75)",31530708,Sluszewo,village,192
"POINT (17.9833333 54.7666667)",31530709,Słuchowo,village,160
"POINT (19.8833333 53.85)",31530710,Słonecznik,village,1000
"POINT (19.7919444 54.1405556)",31530711,Słobity,village,549
"POINT (18.7333333 54.0666667)",31530712,Śliwiny,village,110
"POINT (18.2 53.7)",31530713,Śliwiczki,village,490
"POINT (18.1833333 53.7166667)",31530714,Śliwice,village,2600
"POINT (18.1166667 54.1666667)",31530715,Śledziowa Huta,village,60
"POINT (18.3499961 54.6832918)",31530716,Sławutowo,village,225
"POINT (18.3833333 54.6666667)",31530717,Sławutówko,village,180
"POINT (18.2 54.7833333)",31530718,Sławoszyno,village,652
"POINT (18.2 54.25)",31530720,Sławki,village,412
"POINT (17.8 54.7666667)",31530721,Słajszewo,village,143
"POINT (17.7 54.1166667)",31530722,Skwierawy,village,175
"POINT (18.433345 53.7332942)",31530723,Skrzynia,village,0
"POINT (18.26168 54.1274893)",31530724,Skrzydłowo,village,0
"POINT (18.2333333 54.1333333)",31530725,Skrzydłówko,village,0
"POINT (18.35 54.3)",31530726,Skrzeszewo Żukowskie,village,1013
"POINT (17.8333333 54.4166667)",31530727,Skrezeszweo,village,0
"POINT (19.9 54.0666667)",31530728,Skowrony,village,0
"POINT (18.6833333 54.2)",31530730,Skowarcz,village,1425
"POINT (18.45 53.75)",31530731,Skorzyn,village,0
"POINT (17.9666667 54.1666667)",31530732,Skorzewo,village,1323
"POINT (18.4333333 53.7333333)",31530733,Skorzenno,village,230
"POINT (18.533333 53.8)",31530734,Skórcz,town,3532
"POINT (19.55 53.95)",31530741,Skolwity,village,120
"POINT (18.55 54.0833333)",31530760,Siwiałka,village,263
"POINT (18.0333333 54.2)",31530778,Sikorzyno,village,0
"POINT (19.5166667 54.15)",31530789,Sierpin,village,70
"POINT (17.9 54.3)",31530796,Sierakowska Huta,village,124
"POINT (17.8833333 54.35)",31530804,Sierakowice,village,7068
"POINT (18.7166667 54.3666667)",31530811,Sienna Huta,village,0
"POINT (17.9 53.8166667)",31530818,Sienica,village,64
"POINT (17.7666667 54.4)",31530826,Siemirowice,village,1909
"POINT (19.5833333 53.7333333)",31530834,Siemiany,village,0
"POINT (18.6209014 54.3488767)",31530849,Siedlce,suburb,16
"POINT (18.15 54.4)",31530857,Sianowska Huta,village,351
"POINT (18.1 54.3833333)",31530858,Sianowo,village,349
"POINT (18.4 53.9833333)",31530859,Semlinek,village,0
"POINT (17.75 54.7666667)",31530860,Sasino,village,474
"POINT (18.0166667 54.0833333)",31530861,Sarnowy,village,175
"POINT (17.6666667 54.75)",31530862,Sarbsk,village,212
"POINT (19.7166667 54.1666667)",31530863,Sąpy,village,0
"POINT (19.6833333 53.7166667)",31530864,Sąpy,village,0
"POINT (19.7333333 53.95)",31530865,Sambród,village,0
"POINT (19.8166667 53.6833333)",31530866,Samborowo,village,1415
"POINT (19.8 54.0666667)",31530867,Sałkowice,village,110
"POINT (17.9166667 54.6666667)",31530868,Salino,village,82
"POINT (18.8833333 53.7)",31530869,Sadowo,village,0
"POINT (19.1332759 53.883091)",31530870,Sadłuki,village,110
"POINT (18.8833119 53.6665873)",31530871,Sadlinki,village,1785
"POINT (18.4518048 54.7008862)",31530872,Rzucewo,village,354
"POINT (18.6666667 53.8333333)",31530873,Rzeżęcin,village,313
"POINT (18.0 53.7166667)",31530874,Rzepiczna,village,0
"POINT (18.55 53.8)",31530875,Ryzowie,village,120
"POINT (18.6166667 53.9833333)",31530876,Rywałd,village,603
"POINT (17.7833333 53.75)",31530877,Rytel,village,2004
"POINT (18.6166667 53.7)",31530878,Rynkówka,village,200
"POINT (18.9666667 53.8333333)",31530879,Ryjewo,village,2914
"POINT (19.1166667 54.1833333)",31530880,Rychnowo,village,0
"POINT (19.5333333 53.9833333)",31530881,Rychliki,village,805
"POINT (18.6666667 53.6833333)",31530882,Rychława,village,0
"POINT (18.1 54.6666667)",31530883,Rybno,village,510
"POINT (19.1666667 54.3166667)",31530884,Rybinka,village,0
"POINT (19.1166667 54.2833333)",31530885,Rybina,village,403
"POINT (18.15 54.2333333)",31530886,Rybaki,village,308
"POINT (19.8333333 54.4166667)",31530887,Rusy,village,24
"POINT (18.6333333 54.2333333)",31530888,Rusocin,village,980
"POINT (18.4 54.5833333)",31530889,Rumia,town,44796
"POINT (19.7 54.0666667)",31530890,Rulice,village,0
"POINT (18.6666667 54.1)",31530891,Rukosin,village,130
"POINT (17.8666667 53.8666667)",31530892,Rudziny,village,85
"POINT (18.9 53.8833333)",31530893,Rudzińska Pastwa,village,0
"POINT (19.8333333 54.3833333)",31530894,Rudłowo,village,288
"POINT (19.5333333 53.8)",31530895,Rucewo,village,0
"POINT (19.4 54.2166667)",31530896,Rubno Wielkie,village,0
"POINT (18.6667044 54.2156101)",31530897,Różyny,village,1083
"POINT (18.9166512 53.716561)",31530898,Rozpędziny,village,273
"POINT (19.3666667 53.75)",31530899,Różnowo,village,360
"POINT (17.9 54.5166667)",31530900,Rozłazino,village,887
"POINT (17.65 54.6)",31530901,Rozgórze,village,100
"POINT (19.3166667 54.0666667)",31530902,Rozgart,village,150
"POINT (18.6893513 53.9111472)",31530903,Rożental,village,550
"POINT (19.3333333 54.0833333)",31530904,Różany,village,130
"POINT (18.9 53.9333333)",31530905,Róża,village,0
"POINT (18.1666667 54.0666667)",31530906,Rowy,village,0
"POINT (17.9666667 54.0666667)",31530907,Rotembark,village,130
"POINT (18.6827961 54.2557273)",31530908,Roszkowo,village,117
"POINT (17.7 54.7)",31530909,Roszczyce,village,203
"POINT (18.1333333 53.7166667)",31530910,Rosochatka,village,240
"POINT (19.7 54.35)",31530911,Ronina,village,0
"POINT (18.6511059 53.8876457)",31530912,Rombark,village,116
"POINT (19.85 53.9666667)",31530913,Rolnowo,village,0
"POINT (17.6833333 54.3333333)",31530914,Rokity,village,493
"POINT (18.6911575 54.276087)",31530915,Rokitnica,village,924
"POINT (18.7333333 54.0833333)",31530916,Rokitki,village,522
"POINT (19.5833333 54.15)",31530917,Rogowo,village,50
"POINT (19.8166667 53.7166667)",31530918,Rogowo,village,0
"POINT (19.8666667 54.4)",31530919,Rogity,village,390
"POINT (18.3999978 54.5166713)",31530920,Rogulewo,village,0
"POINT (19.7333333 54.05)",31530921,Rogajny,village,403
"POINT (19.2166667 53.8333333)",31530922,Rodowo,village,200
"POINT (19.95 54.2333333)",31530923,Robuzy,village,0
"POINT (19.6833333 54.1)",31530924,Robity,village,440
"POINT (18.15 54.5666667)",31530925,Robakowo,village,629
"POINT (18.5024449 54.630795)",31530926,Rewa,village,905
"POINT (18.3222173 54.5406725)",31530927,Reszki,village,124
"POINT (18.0666667 54.35)",31530928,Reskowo,village,0
"POINT (17.7833333 54.6166667)",31530929,Rekowo Lęborskie,village,243
"POINT (18.35 54.65)",31530930,Rekowo,village,12
"POINT (18.1333333 54.15)",31530931,Rekownica,village,135
"POINT (19.5 53.95)",31530932,Rejsyty,village,293
"POINT (17.6333333 54.55)",31530933,Redkowice,village,223
"POINT (19.4 53.6666667)",31530934,Redaki,village,240
"POINT (18.35 54.6166667)",31530935,Reda,town,19525
"POINT (18.5333275 53.6832517)",31530936,Recice,village,0
"POINT (18.1333333 54.2833333)",31530937,Ręboszewo,village,387
"POINT (18.6699604 54.1544742)",31530938,Rębielcz,village,670
"POINT (18.1666667 54.2666667)",31530939,Rąty,village,352
"POINT (19.25 53.9333333)",31530940,Ramoty,village,100
"POINT (18.1333333 54.3)",31530941,Ramleje,village,328
"POINT (19.2 54.1666667)",31530942,Rakowiska,village,270
"POINT (18.7666667 53.7833333)",31530943,Rakowiec,village,544
"POINT (19.0333333 53.7333333)",31530944,Rakowiec,village,1328
"POINT (19.0166667 53.7166667)",31530945,Rakowice,village,94
"POINT (18.7166667 53.9666667)",31530946,Rajkowy,village,1677
"POINT (18.4 53.9166667)",31530947,Radziejewo,village,353
"POINT (17.7658632 53.9725797)",31530948,Raduń,village,170
"POINT (19.8666667 54.4333333)",31530949,Radowo,village,0
"POINT (18.2666667 54.7666667)",31530950,Radoszewo,village,202
"POINT (18.75 53.9833333)",31530951,Radostowo,village,546
"POINT (18.45 53.7)",31530952,Radogoszcz,village,162
"POINT (19.3810905 54.1266225)",31530953,Raczki Elbląskie,village,170
"POINT (17.6833333 53.6666667)",31530954,Racławki,village,218
"POINT (17.7833333 53.6666667)",31530955,Raciąż,village,756
"POINT (19.4166667 54.0333333)",31530956,Rachowo,village,198
"POINT (18.25 54.45)",31530957,Rąb,village,296
"POINT (17.85 54.3333333)",31530958,Puzdrowo,village,810
"POINT (18.3833333 54.2333333)",31530959,Pustkowo,village,0
"POINT (18.0 53.8833333)",31530960,Pustki,village,124
"POINT (19.05 53.8666667)",31530961,Pułkowice,village,82
"POINT (18.4166667 54.7)",31530962,Puck,town,11
"POINT (18.696216 54.17367)",31530963,Pszczółki,village,4053
"POINT (18.3166667 54.2)",31530964,Przywidz,village,1673
"POINT (17.8833333 53.9333333)",31530965,Przytarnia,village,248
"POINT (17.9666706 54.2832437)",31530966,Przyrowie,village,0
"POINT (18.6833333 53.6666667)",31530967,Przyny Szlacheckie,village,0
"POINT (17.6833309 54.0000056)",31530968,Przymuszewo,village,77
"POINT (19.6333333 54.35)",31530969,Przylesie,village,0
"POINT (18.0166667 53.85)",31530970,Przyjaźnia,village,98
"POINT (18.3833333 54.3166667)",31530971,Przyjaźń,village,1206
"POINT (18.95 53.8666667)",31530972,Przydatki,village,0
"POINT (19.5666667 54.2833333)",31530973,Przybyłowo,village,100
"POINT (18.2833333 54.3833333)",31530974,Przodkowo,village,1286
"POINT (19.5166667 54.1333333)",31530975,Przezmark,village,119
"POINT (19.5 53.8666667)",31530976,Przezmark,village,450
"POINT (18.0166667 54.2833333)",31530977,Przewóz,village,0
"POINT (18.4833333 53.6833333)",31530978,Przewodnik,village,40
"POINT (18.2135856 54.5259131)",31530979,Przetoczyno,village,459
"POINT (18.683326 54.3666672)",31530980,Przeróbka,village,0
"POINT (18.4166667 54.1)",31530981,Przerębska Huta,village,66
"POINT (18.9733084 54.2983471)",31530982,Przemysław,village,310
"POINT (18.75 54.3333333)",31530983,Przejazdowo,village,630
"POINT (18.6426933 54.2587134)",31530985,Pruszcz Gdański,town,25
"POINT (19.95 53.8333333)",31530987,Prośno,village,0
"POINT (19.5 53.9)",31530988,Pronie,village,160
"POINT (18.1666667 54.3666667)",31530989,Prokowo,village,1201
"POINT (19.4666667 54.2333333)",31530990,Próchnik,village,1000
"POINT (18.95 54.1666667)",31530991,Pręgowo Zuławskie,village,82
"POINT (18.4833333 54.25)",31530992,Pręgowo Górne,village,0
"POINT (18.4833275 54.2501237)",31530993,Pręgowo Dolne,village,0
"POINT (18.4833314 54.2500533)",31530994,Pręgowo,village,720
"POINT (18.9333333 54.1666667)",31530995,Pręgowo,village,720
"POINT (19.8 54.35)",31530996,Prątnik,village,3
"POINT (19.204787 53.7601188)",31530997,Prabuty,town,8215
"POINT (17.6216813 53.7419414)",31530998,Powałki,village,324
"POINT (19.2166667 54.2166667)",31530999,Powalina,village,160
"POINT (18.1 54.2333333)",31531000,Potuły,village,0
"POINT (18.4833333 54.1333333)",31531001,Postołowo,village,203
"POINT (19.0666667 53.8666667)",31531002,Postolin,village,510
"POINT (18.9 54.1666667)",31531003,Pordenowo,village,130
"POINT (17.85 54.4666667)",31531004,Popowo,village,202
"POINT (19.5666667 53.95)",31531005,Popity,village,45
"POINT (17.8833333 53.85)",31531006,Popia Góra,village,0
"POINT (18.75 53.9)",31531007,Pomyje,village,162
"POINT (19.5705556 54.1544444)",31531008,Pomorska Wieś,village,280
"POINT (18.3666667 54.2333333)",31531009,Pomlewo,village,435
"POINT (18.1666667 54.4)",31531010,Pomieczyńska Huta,village,478
"POINT (18.2 54.4166667)",31531011,Pomieczyno,village,450
"POINT (18.75 53.7333333)",31531013,Półwieś,village,332
"POINT (19.6166667 53.9166667)",31531016,Połowite,village,0
"POINT (19.1666667 54.1)",31531017,Półmieście,village,50
"POINT (19.2088866 53.7005597)",31531018,Pólko,village,0
"POINT (19.2833333 53.95)",31531019,Poliksy,village,120
"POINT (18.2165912 54.1985283)",31531020,Połęczyno,village,335
"POINT (18.35 54.7166667)",31531021,Połczyno,village,844
"POINT (17.6454034 54.1472542)",31531022,Pólczno,village,380
"POINT (18.3833333 54.65)",31531023,Połchowo,village,1113
"POINT (19.05 53.85)",31531024,Polaszki,village,110
"POINT (19.5925 54.2883333)",31531025,Pogrodzie,village,660
"POINT (17.6333333 54.5)",31531026,Pogorzelice,village,405
"POINT (18.5 54.5666667)",31531027,Pogórze,village,1123
"POINT (18.9333333 53.9833333)",31531028,Pogorzała-Wieś,village,440
"POINT (19.5166667 54.2666667)",31531029,Pogórki,village,0
"POINT (18.3166667 54.0333333)",31531030,Pogódki,village,715
"POINT (19.95 54.4166667)",31531031,Podleśne,village,283
"POINT (17.8 54.2833333)",31531032,Podiazy,village,0
"POINT (19.7833333 54.4)",31531033,Podgórze,village,49
"POINT (18.0833333 54.4666667)",31531035,Pobłocie,village,412
"POINT (18.1666667 54.6666667)",31531036,Pnie,village,0
"POINT (19.9469444 54.2675)",31531037,Płoskinia,village,460
"POINT (19.7166667 54.2166667)",31531038,Płonne,village,0
"POINT (19.25 54.3)",31531039,Płonina,village,0
"POINT (18.7666745 54.3499593)",31531040,Płonia Wielka,village,0
"POINT (18.7333333 54.35)",31531041,Płonia Mała,village,0
"POINT (18.2 53.9333333)",31531042,Płociczno,village,30
"POINT (17.85 54.0833333)",31531043,Płocice,village,55
"POINT (18.7666667 54.35)",31531044,Pleniewo,village,0
"POINT (19.85 54.0833333)",31531045,Plajny,village,0
"POINT (18.2666667 54.1)",31531046,Płachty,village,112
"POINT (18.7 54.0833333)",31531047,Piwnice,village,0
"POINT (19.95 54.1)",31531048,Piskajmy,village,0
"POINT (18.15 54.2)",31531049,Piotrowo,village,0
"POINT (19.5 53.6833333)",31531050,Piotrkowo,village,320
"POINT (18.35 53.95)",31531051,Pinczyn,village,2325
"POINT (19.5224259 54.1091934)",31531052,Pilona,village,100
"POINT (19.1833333 53.7)",31531053,Pilichowo,village,160
"POINT (19.9 53.75)",31531054,Piławki,village,20
"POINT (18.2666667 54.3166667)",31531055,Pikarnia,village,90
"POINT (19.1 53.9333333)",31531056,Pietrzwałd,village,180
"POINT (18.4 53.95)",31531057,Piesienica,village,224
"POINT (19.1166667 53.8333333)",31531058,Pierzchowice,village,130
"POINT (19.85 54.3)",31531059,Pierzchały,village,0
"POINT (18.5 54.6)",31531060,Pierwoszyno,village,718
"POINT (18.0666667 54.2333333)",31531061,Pierszczewo,village,0
"POINT (19.7833333 54.2666667)",31531062,Pierławki,village,0
"POINT (18.7333333 53.7166667)",31531063,Pieniążkowo,village,351
"POINT (19.1 54.0666667)",31531064,Pielica,village,40
"POINT (19.9833333 54.2833333)",31531065,Pielgrzymowo,village,0
"POINT (18.3333333 54.6166667)",31531066,Pieleszewo,village,0
"POINT (18.3 54.1833333)",31531067,Piekło Górne,village,99
"POINT (18.3167422 54.1975472)",31531068,Piekło Dolne,village,163
"POINT (18.8833333 53.9333333)",31531069,Piekło,village,353
"POINT (17.8 54.0166667)",31531070,Piechowice,village,406
"POINT (19.05 54.2333333)",31531071,Piecewo,village,0
